name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
Tangy Honey Glazed Ham,https://www.allrecipes.com/recipe/24501/tangy-honey-glazed-ham/,main-dish,"I came up with the glaze for this ham using ingredients on hand and it's the best I've ever tasted. If you have any glaze left over, you can add it to the pan drippings with a little flour or cornstarch and make a nice sauce to accompany the meat. Use the bone and ham trimmings to make soup afterwards.","1 (10 pound) fully-cooked, bone-in ham ; 1 ¼ cups packed dark brown sugar ; ⅓ cup pineapple juice ; ⅓ cup honey ; ⅓ large orange, juiced and zested ; 2 tablespoons Dijon mustard ; ¼ teaspoon ground cloves","Preheat oven to 325 degrees F (165 degrees C). Place ham in a roasting pan. In a small saucepan, combine brown sugar, pineapple juice, honey, orange juice, orange zest, Dijon mustard, and ground cloves. Bring to a boil, reduce heat, and simmer for 5 to 10 minutes. Set aside. Bake ham in preheated oven uncovered for 2 hours. Remove ham from oven, and brush with glaze. Bake for an additional 30 to 45 minutes, brushing ham with glaze every 10 minutes.",3 hrs,20.0,1 (10 pound) ham,510.8,298.38909541511777,106.07187112763322,185.3779429987609,53.824039653035946,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.73,Pork,American,180.0,7,Pork,American,recipe_images/recipe_149.jpg,Meat Dishes
The Best Meatloaf,https://www.allrecipes.com/recipe/25198/the-best-meatloaf/,main-dish,I have used this recipe for 30 years. My husband loves it and he is picky.,"½ cup milk ; 1 cup soft bread crumbs ; 1 ½ pounds ground beef ; 1 ¼ teaspoons salt ;   ground black pepper to taste ; 1  egg, slightly beaten ; 3 tablespoons steak sauce, (e.g. Heinz 57) ; 1  onion, chopped ; ½ cup diced green bell pepper ; ¼ cup steak sauce, or more to taste","Preheat oven to 350 degrees F (175 degrees C). Lightly grease an 8 1/2 x 4 1/2 inch loaf pan. Combine milk and soft bread crumbs in a small bowl and allow to soften, about 5 minutes. In a mixing bowl, combine the ground beef, salt, pepper, egg, 3 tablespoons steak sauce, chopped onion, and green bell pepper. Add bread crumb mixture, and mix with your hands until all ingredients are combined. Pat the the mixture into the prepared loaf pan. Brush the top with additional steak sauce. Bake in the preheated oven for 1 hour or until done. Allow to stand 5 minutes before slicing.",1 hr 20 mins,6.0,6 servings,288.3,38.494623655913976,15.053763440860216,5.376344086021505,4.661290322580645,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.55,Meatloaf Recipes,American,80.0,10,Meatloaf,American,recipe_images/recipe_156.jpg,Meat Dishes
Honey Mustard Pork Chops,https://www.allrecipes.com/recipe/223296/honey-mustard-pork-chops/,main-dish,"Quick, easy, and tasty way to prepare pork chops inside or outside. Just skip skillet if using grill.","¼ cup honey ; 2 tablespoons prepared yellow mustard ; 1 tablespoon butter ; 1 ½ pounds center-cut boneless pork chops - 1/2-inch thick ;   garlic powder, or to taste","Mix honey and mustard together in a bowl until thoroughly combined. Heat butter in a skillet over medium-high heat and lay pork chops into the hot butter. Sprinkle chops with half the garlic powder and cook until browned, about 3 minutes. Turn chops over, sprinkle with remaining garlic powder, and pan-fry chops for 3 more minutes. Brush honey mustard sauce over chops, turn them over, and cook for 5 minutes; turn chops onto other side and brush with honey mustard sauce. Cook until chops are no longer pink inside and an instant-read meat thermometer inserted into the thickest part of a chop reads 165 degrees F (75 degrees C), about 5 more minutes.",30 mins,4.0,4 servings,287.3,100.1763668430335,40.917107583774246,124.16225749559082,2.6419753086419755,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.25,Pork,American,30.0,5,Pork,American,recipe_images/recipe_169.jpg,Meat Dishes
Four-Cheese Truffled Macaroni and Cheese,https://www.allrecipes.com/recipe/239287/four-cheese-truffled-macaroni-and-cheese/,main-dish,"This is one of my favorite things to make once the weather gets a chill in the air. It's great for cheese-lovers (like myself) and works great as leftovers or at dinner parties! Truffle oil has by far been one of the best culinary purchases I have made. One little bottle has lasted me a year, and can be used with so many things, like this recipe. Top with a pinch of truffle salt!","1 (16 ounce) package cavatappi (corkscrew macaroni) ; 6 tablespoons butter ; ½ cup flour ; 5 ½ cups milk, divided ; 2 ½ cups shredded smoked Gouda cheese ; 2 cups shredded sharp Cheddar cheese ; 1 ½ cups shredded Swiss cheese ; 1 ½ cups grated Parmesan cheese, divided ; ½ cup dry bread crumbs ; 1 tablespoon truffle oil","Preheat oven to 350 degrees F (175 degrees C). Butter a 9x13-inch baking dish. Bring a large pot of lightly salted water to a boil. Cook cavatappi in boiling water, stirring occasionally, until cooked through but firm to the bite, about 8 minutes. Drain. Melt butter in a large pot over medium-low heat. Whisk flour into butter until mixture has a thick, paste-like consistency, about 30 seconds. Slowly whisk 2 cups milk into butter-flour mixture until smooth. Stir in remaining milk, increase heat to medium high, and cook, whisking constantly, until mixture is thick and almost boiling, 5 to 10 minutes. Stir Gouda cheese, Cheddar cheese, Swiss cheese, and 1 cup Parmesan cheese into milk mixture until cheese melts and cheese sauce is smooth. Fold cavatappi into cheese sauce; pour mixture into prepared baking dish. Stir remaining Parmesan cheese and bread crumbs together in a small bowl. Sprinkle bread crumbs mixture over cavatappi mixture and drizzle truffle oil over the top. Bake in the preheated oven until golden and bubbling, about 30 minutes. Cool for 10 minutes before serving.",1 hr,12.0,12 servings,565.1,45.11930585683297,27.04266088214028,9.399855386840205,2.3358640636297907,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.46,Pasta,American,60.0,10,Pasta and Noodles,American,recipe_images/recipe_170.jpg,Pasta
Stuffed Zucchini,https://www.allrecipes.com/recipe/24162/stuffed-zucchini/,main-dish,This is good served with French bread and a salad.,"3  zucchini ; 1 pound pork sausage ; 1 cup dry bread crumbs ; 1 clove garlic, minced ; 1 (32 ounce) jar spaghetti sauce ; ½ cup grated Parmesan cheese ; ½ cup shredded mozzarella cheese","Preheat oven to 350 degrees F (175 degrees C). Trim stems from zucchini and slice lengthwise. Scoop out seeds and put in a bowl. Mix seeds with sausage, garlic, bread crumbs, and Parmesan cheese. Stuff squash with sausage mixture and place in a 9x13 inch baking pan. Pour spaghetti sauce over the top and cover the pan with foil. Bake in preheated oven until sausage is browned and cooked through, about 45 minutes. Remove foil and cover with mozzarella cheese. Return to the oven and cook until cheese is melted, about 15 minutes more.",1 hr 10 mins,4.0,4 servings,878.4,14.065510597302502,5.178227360308284,5.828516377649325,1.2752890173410405,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.57,Stuffed,American,70.0,7,Stuffed Dishes,Italian,recipe_images/recipe_182.jpg,Stuffed Dishes
Mary's Meatloaf,https://www.allrecipes.com/recipe/26619/marys-meatloaf/,main-dish,"This meatloaf recipe is the only one I use now because my family loves it, and it is very easy to make.","1 ½ pounds lean ground beef ; 1 large onion, chopped ;   salt to taste ;   ground black pepper to taste ;   garlic powder to taste ; 6 slices white bread, cut into cubes ; ½ cup milk ; 1  egg ; 3 tablespoons yellow mustard, divided ; ½ cup ketchup, divided ; 3 tablespoons brown sugar","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, thoroughly mix ground beef, onion, salt, pepper and garlic powder. Mix in bread, milk, egg, 2 tablespoons mustard and 1/4 cup ketchup. Press the meat mixture into a 9x5-inch loaf pan. In a small bowl, stir together remaining mustard, ketchup and brown sugar; pour on top of the meat loaf. Bake in the preheated oven until an instant-read thermometer inserted into the center reads 165 degrees F (74 degrees C), about 2 hours.",2 hrs 20 mins,6.0,6 servings,449.6,34.19894366197183,13.468309859154928,19.14612676056338,1.9195642605633805,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.57,Meatloaf Recipes,American,140.0,11,Meatloaf,American,recipe_images/recipe_186.jpg,Meat Dishes
Applesauce Pork Chops,https://www.allrecipes.com/recipe/229254/applesauce-pork-chops/,main-dish,Pork chops with applesauce glaze.,"1 tablespoon butter ; ¼ cup chopped onion ; 1  apple - peeled, cored, and sliced ; 2  (1/2-inch thick) pork chops ; ¾ cup applesauce ; 2 tablespoons brown sugar ; ½ teaspoon ground mustard ; ⅛ teaspoon ground cinnamon ; ½ teaspoon salt ;   ground black pepper to taste","Preheat oven to 375 degrees F (190 degrees C). Melt butter in a large skillet over medium heat; cook and stir onion and apple slices in the melted butter until tender, about 5 minutes. Transfer onion and apple to a bowl. Place pork chops in the same skillet; cook over medium heat until pork chops are browned on both sides, about 5 minutes per side. Mix applesauce, brown sugar, mustard, and cinnamon into onion and apple mixture. Place pork chops in a 9x9-inch baking dish; season with salt and black pepper. Spoon applesauce mixture over pork chops; cover dish. Bake in the preheated oven until pork chops are no longer pink in the center, about 30 to 45 minutes. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).",1 hr,2.0,2 servings,399.4,7.374516722662119,3.241545812159173,12.317874086204858,0.6829531832992858,amber,red,red,amber,2.0,3.0,3.0,2.0,10.0,unhealthy,4.38,Pork,American,60.0,10,Pork,American,recipe_images/recipe_193.jpg,Meat Dishes
Sloppy Joe Casserole,https://www.allrecipes.com/recipe/236925/sloppy-joe-casserole/,main-dish,This is a great comfort food recipe that I love to make on a cold winter day. It is also a hit at our church's potluck dinners.,"1 pound ground beef ; 1 small onion, chopped ; 1  green bell pepper, chopped ; 1  red bell pepper, chopped ; 1 clove garlic, chopped ; 1 (14.5 ounce) can petite diced tomatoes  ; 1 cup ketchup ; 1 tablespoon brown sugar ; 1 teaspoon yellow mustard ;   salt and ground black pepper to taste ; 2 cups frozen whole-kernel corn ; 1 (16 ounce) package penne pasta ; 1 ½ cups shredded Colby-Jack cheese","Preheat oven to 350 degrees F (175 degrees C). Heat a large skillet over medium-high heat. Cook and stir beef, onion, green bell pepper, red bell pepper, and garlic in the hot skillet until beef is browned and crumbly, 5 to 7 minutes; drain and discard grease. Stir tomatoes, ketchup, brown sugar, mustard, salt, and pepper into ground beef mixture; reduce heat and simmer until heated through, about 10 minutes. Bring a large pot of lightly salted water to a boil. Cook corn in the boiling water until cooked through, about 5 minutes; drain. Bring a large pot of lightly salted water to a boil; add penne and cook, stirring occasionally, until tender yet firm to the bite, about 11 minutes. Drain. Mix corn, pasta, and Colby-Jack cheese into ground beef mixture; pour into a 9x13-inch baking dish. Bake in the preheated oven until heated through and cheese is melted, about 20 minutes.",1 hr 5 mins,8.0,8 servings,512.6,8.090044780334308,4.088054543254039,6.1535978914245,0.7265979048720466,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.32,Casserole Recipes,American,65.0,13,Casserole and Pies,American,recipe_images/recipe_203.jpg,Casserole and Pies
Brown Sugar and Pineapple Glazed Ham,https://www.allrecipes.com/recipe/214002/brown-sugar-and-pineapple-glazed-ham/,main-dish,This easy but delicious ham glaze has been a family holiday favorite for years!,"1 (6 pound) fully-cooked, bone-in ham ; 1  fresh pineapple ; 2 (6 ounce) cans pineapple juice ; 1 cup brown sugar","Preheat oven to 325 degrees F (165 degrees C). Place the ham, cut side down, into a roasting pan. Cut the skin off the pineapple with a sharp knife and cut out any brown spots of skin left behind. Slice the pineapple into 1/2-inch slices and cut the cores out of the slices. Pin the slices onto the ham with toothpicks. Bake ham in the preheated oven until a meat thermometer inserted into the thickest part of the ham reads 140 degrees F (60 degrees C),  1 1/2 to 2 hours. While the ham is baking, mix the pineapple juice and brown sugar in a microwave-safe ceramic or glass bowl and microwave on medium power until the glaze is boiling and slightly thickened. Work carefully because the glaze will be sticky and very hot. Pour about half the glaze evenly over the ham and pineapple about 1 hour before the end of baking; pour the rest over the ham about 30 minutes before the end of baking.",1 hr 50 mins,20.0,1 6-pound glazed ham,396.3,82.6100932176149,28.608164577306333,47.25168756027,0.5440372870459658,red,red,red,amber,3.0,3.0,3.0,2.0,11.0,unhealthy,4.66,Pork,American,110.0,4,Pork,American,recipe_images/recipe_205.jpg,Meat Dishes
Unstuffed Bell Peppers,https://www.allrecipes.com/recipe/236133/unstuffed-bell-peppers/,main-dish,"A classic family favorite deconstructed. My kids love stuffed green peppers, but don't like to eat the whole peppers, so I came up with this to make it more appealing to my picky eaters.","1 pound ground beef ; 3 cups cooked rice ; 1  red bell pepper, chopped ; 1  orange bell pepper, chopped ; 1  green bell pepper, chopped ; 2 cups tomato sauce ; ½ cup brown sugar ; 8 ounces shredded Cheddar cheese","Preheat oven to 400 degrees F (200 degrees C). Heat a large skillet over medium-high heat. Break ground beef into pieces and add to skillet; cook and stir until about half of the beef is browned, 3 to 5 minutes. Stir red bell pepper, orange bell pepper, and green bell pepper into the beef; continue to cook and stir until the beef is entirely browned, about 5 minutes more. Drain and discard grease. Mix tomato sauce and brown sugar together in a bowl; pour over the beef mixture. Stir rice into the beef mixture and stir; transfer to a 9x13-inch baking dish. Sprinkle Cheddar cheese over the mixture. Bake in preheated oven until the cheese is bubbling, about 30 minutes. Cool dish 5 minutes before serving.",55 mins,6.0,6 servings,496.5,7.032990346875996,3.723347830699056,7.319401718468231,0.5679696616102684,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,4.36,Casserole Recipes,American,55.0,8,Casserole and Pies,American,recipe_images/recipe_228.jpg,Casserole and Pies
Hawaiian Meatballs,https://www.allrecipes.com/recipe/274276/hawaiian-meatballs/,main-dish,"Hawaiian-style meatballs in a sweet, somewhat tangy sauce.","1 pound ground beef ; ½ teaspoon ground ginger ; ¼ teaspoon garlic powder ; ¼ teaspoon ground black pepper ; 1 (8 ounce) can pineapple chunks, juice reserved ; ⅓ cup water, or as needed ; ¼ cup brown sugar ; 2 tablespoons cornstarch ; ¼ cup white vinegar ; 1 tablespoon soy sauce ; 1  green bell pepper, chopped","Mix together ground beef, ginger, garlic powder, and pepper until well combined. Form into 1 1/2-inch meatballs. Saute meatballs in a large frying pan over medium-high heat until browned, about 10 minutes. Remove meatballs to a plate, reserving the pan drippings. While the meatballs are cooking, pour juice from the canned pineapple into a liquid measuring cup and add enough water to make 1 cup. Mix brown sugar and cornstarch in a small bowl. Add pineapple juice and brown sugar mixtures to the warm pan drippings. Add vinegar and soy sauce and bring to a boil. Cook until sauce thickens, 2 to 3 minutes. Add meatballs, pineapple chunks, and green pepper. Simmer until meatballs are no longer pink inside, about 10 minutes.",50 mins,4.0,4 servings,335.9,8.833271991166729,3.4797738147020447,11.938300933516246,0.373272660354,amber,red,amber,amber,2.0,3.0,2.0,2.0,9.0,unhealthy,4.26,Meatball Recipes,Hawaiian,50.0,11,Meatballs,American,recipe_images/recipe_239.jpg,Meat Dishes
Honey-Garlic Pork Chops,https://www.allrecipes.com/recipe/270049/honey-garlic-pork-chops/,main-dish,"Hands down, these are the best pork chops I have ever had.","5 (1-inch thick) boneless pork chops ; 1 teaspoon salt ; 1 teaspoon ground black pepper ; 1 teaspoon garlic powder ; 1 tablespoon olive oil ; 1 cup honey ; ¼ cup brown sugar ; ¼ cup soy sauce ; 2 teaspoons chopped garlic ; 2 tablespoons butter ; ¼ teaspoon ground ginger ; 1 dash cayenne pepper, or to taste","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. Season pork chops with salt, pepper, and garlic powder. Heat olive oil in a skillet over medium heat. Brown pork chops 3 to 4 minutes per side. Transfer to the prepared baking dish. Whisk honey, brown sugar, soy sauce, garlic, and butter together in a bowl and pour over the pork chops in the baking dish. Bake in the preheated oven for 25 minutes. Remove from oven and let pork chops sit in the baking dish 5 minutes more to soak up juices. Serve pork chops topped with extra sauce.",45 mins,5.0,5 pork chops,666.0,10.963549025148348,4.1819723085617415,37.69426391636056,1.8571630404068944,amber,red,red,red,2.0,3.0,3.0,3.0,11.0,unhealthy,4.44,Pork,,45.0,12,Pork,Asian,recipe_images/recipe_241.jpg,Meat Dishes
Ham and Pineapple Dinner,https://www.allrecipes.com/recipe/17801/ham-and-pineapple-dinner/,main-dish,A great take on a Hawaiian-style dinner. This one's great for that leftover ham. Cubed ham sauteed with onions and pineapple in a sweet sauce. Kids love it and it's great served over rice or noodles.,"2 tablespoons butter ; 2 ½ cups cooked and cubed ham ; 2  green onions, chopped ; 1 cup pineapple chunks, drained ; 1 ⅓ cups pineapple juice ; 4 teaspoons cider vinegar ; 2 tablespoons brown sugar ; 2 teaspoons prepared mustard ; 2 tablespoons cornstarch","Melt the butter in a large skillet over medium heat. Saute the ham, onions and pineapple chunks in the butter for about 5 minutes. In a separate medium bowl, combine the pineapple juice, vinegar, brown sugar, mustard and cornstarch. Stir this together well and pour over the ham mixture in the skillet. Stir well and allow to heat through and thicken, about 5 minutes.",35 mins,4.0,4 servings,322.9,17.622377622377623,8.251748251748252,34.26573426573427,4.4013986013986015,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.32,Everyday Cooking,American,35.0,9,Pork,American,recipe_images/recipe_249.jpg,Meat Dishes
Brisket Marinade,https://www.allrecipes.com/recipe/37930/brisket-marinade/,main-dish,"My family has been using this brisket marinade recipe for about 15 years now. So easy, and absolutely to die for! Marinade is good for oven-baked or grilled brisket. You can find liquid smoke at the grocery store, near the bottled marinades.",½ cup red wine ; ¼ cup Worcestershire sauce ; ¼ cup liquid smoke flavoring ; 2 teaspoons onion salt ; 2 teaspoons garlic salt ; 4 teaspoons pepper ; 4 teaspoons celery flakes,"In a medium bowl, combine wine, Worcestershire sauce and liquid smoke. Stir in celery flakes, onion salt, garlic salt, and pepper.",5 mins,6.0,1 cup,114.7,65.78313253012048,9.397590361445785,9.397590361445785,24.215060240963854,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.56,Roast Recipes,American,5.0,7,Beef,American,recipe_images/recipe_265.jpg,Meat Dishes
Pittsburgh Chipped Ham Barbecues,https://www.allrecipes.com/recipe/34510/pittsburgh-chipped-ham-barbecues/,main-dish,Barbequed ham sandwiches are a quick solution to dinner. The barbeque sauce is simple and made from scratch on the stove top.,1 cup ketchup ; 1 cup water ; 1 tablespoon brown sugar ; 1 tablespoon cider vinegar ; ¼ cup sweet pickle relish ; 1 tablespoon Worcestershire sauce ; ¼ teaspoon ground cinnamon ; 1 pinch ground black pepper ; 1 pinch garlic salt ; ½ teaspoon liquid smoke flavoring ; 1 pound chipped ham ; 6  hamburger buns,"In a large saucepan, combine the ketchup, water, brown sugar, cider vinegar, sweet pickle relish and Worcestershire sauce. Season with cinnamon, black pepper,  garlic salt and liquid smoke.  Bring to a simmer over low heat and simmer for 20 minutes. Shred the ham and stir into the mixture. Simmer longer if desired, then serve hot on hamburger buns. The mixture can also be frozen.",35 mins,6.0,6 servings,326.5,7.047111243684633,2.1476910456943643,9.798840395980536,3.117843360241615,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.46,Pork,U.S.,35.0,12,Sandwich,American,recipe_images/recipe_291.jpg,Sandwiches and Tacos
Ham Loaf I,https://www.allrecipes.com/recipe/17973/ham-loaf-i/,main-dish,"This was a favorite recipe of our Mom's for Sunday dinner. We all loved it, and I'm sure you will too. Ground ham is formed into a meatloaf and baked in the oven.",2 pounds ground ham ; 1 ½ pounds ground pork ; 2  eggs ; 1 cup dried bread crumbs ; 1 cup evaporated milk ; ⅛ teaspoon salt ; ⅛ teaspoon ground black pepper ; 1 cup brown sugar ; 1 tablespoon mustard powder ; ¼ cup cider vinegar,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the ham, pork, eggs, bread crumbs, evaporated milk, salt and ground black pepper. Mix all together well and form into a loaf. Place loaf into a lightly greased 9x13 inch baking dish. Bake at 350 degrees F (175 degrees C) for 90 minutes. While the loaf is baking, combine the brown sugar, mustard powder and vinegar. Mix well and pour over the loaf in the final 15 minutes of baking.",1 hr 40 mins,8.0,8 servings,759.9,29.728996407601553,11.183103788840771,21.46322404193663,0.5383171078479253,red,red,red,amber,3.0,3.0,3.0,2.0,11.0,unhealthy,4.63,Pork,American,100.0,10,Meatloaf,American,recipe_images/recipe_292.jpg,Meat Dishes
Hawaiian Roll Roast Beef and Cheese Sandwiches,https://www.allrecipes.com/recipe/261054/hawaiian-roll-roast-beef-and-cheese-sandwiches/,main-dish,"Easy, make-ahead, bite-sized sandwiches with Hawaiian rolls.","½ cup prepared horseradish ; 1 (12 count) package Hawaiian bread rolls, split ; 12 slices deli roast beef ; 12 slices deli-sliced Swiss cheese ; ½ cup butter ; 1  onion, finely chopped ; 2 tablespoons brown sugar ; 1 tablespoon spicy brown mustard ; 1 ½ teaspoons Worcestershire sauce ; 1 pinch garlic powder, or to taste ; 2 teaspoons poppy seeds","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. Spread horseradish on the bottoms of the Hawaiian bread rolls and cover each with 1 slice roast beef and 1 slice Swiss cheese. Cover with top bread rolls. Melt butter in a saucepan over medium heat. Cook and stir onion, brown sugar, spicy mustard, Worcestershire sauce, and garlic powder until onion is soft and translucent, about 5 minutes. Pour over Hawaiian rolls and sprinkle rolls with poppy seeds. Cover with aluminum foil. Bake in the preheated oven until heated through, about 25 minutes. Uncover and bake until tops are lightly browned, about 10 minutes.",55 mins,12.0,12 sandwiches,445.4,17.160093844263212,15.819461512680148,5.094402860015641,2.1292593006368,amber,red,amber,red,2.0,3.0,2.0,3.0,10.0,unhealthy,4.78,More Meal Ideas,American,55.0,11,Sandwich,American,recipe_images/recipe_312.jpg,Sandwiches and Tacos
Amish Meatloaf,https://www.allrecipes.com/recipe/65250/amish-meatloaf/,main-dish,"A recipe for Amish meatloaf topped with bacon strips and a ketchup glaze that I had while in Amish country in Holmes County, Ohio.","2 pounds ground beef ; 2 ½ cups crushed butter-flavored crackers  ; 1 small onion, chopped ; 2  eggs ; ¾ cup ketchup ; ¼ cup brown sugar ; 2 slices bacon ; 1 cup ketchup ; 2 tablespoons vinegar ; ¾ teaspoon salt, or to taste ; 2 tablespoons prepared yellow mustard ; ½ cup brown sugar","Preheat the oven to 350 degrees F (175 degrees C). In a medium bowl, mix together ground beef, crushed crackers, onion, eggs, 3/4 cup ketchup, and 1/4 cup brown sugar until well blended. Press into a 9x5 inch loaf pan. Lay the two slices of bacon over the top. Bake for 1 hour in the preheated oven, or until cooked through. While the loaf bakes, mix together the remaining 1 cup ketchup, vinegar, salt, mustard and 1/2 cup brown sugar. Spread over the top of the meat loaf for the last 15 minutes of baking.",1 hr 15 mins,8.0,1 - 9x5 inch loaf,464.0,12.387172525133924,4.109488515447274,19.725544874146912,1.7036765245468557,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.5,Meatloaf Recipes,Amish American,75.0,12,Meatloaf,American,recipe_images/recipe_322.jpg,Meat Dishes
Southern Macaroni and Cheese Pie,https://www.allrecipes.com/recipe/220376/southern-macaroni-and-cheese-pie/,main-dish,"Macaroni and Cheese Pie is a staple of all good Southern family dinners, church dinners and socials.","cooking spray ; 2 cups uncooked elbow macaroni ; ½ cup butter ; 2 (12 ounce) cans evaporated milk ; 1 tablespoon ground black pepper ; 3  eggs ; 1 teaspoon salt ; 4 cups shredded Cheddar cheese ; 1 pinch paprika, or to taste  (Optional)","Preheat the oven to 425 degrees F (220 degrees C). Spray a 9x13-inch casserole dish with cooking spray. Fill a large pot with lightly salted water and bring to a boil. Stir in the macaroni and return to a boil. Cook pasta uncovered, stirring occasionally, until it has cooked through but is still slightly firm, about 8 minutes; drain. Slowly melt butter in a large pot over low heat. Stir in evaporated milk and black pepper; cook until heated through. Whisk eggs in a bowl until smooth; whisk about 1/2 cup of the evaporated milk mixture into the eggs, 1 tablespoon at a time, until thoroughly incorporated. Whisk the egg mixture back into the saucepan with evaporated milk mixture. Continue to heat gently, whisking constantly, until the evaporated milk mixture almost comes to a simmer and the sauce thickens. Gently mix salt and cooked macaroni into the sauce and stir to combine. Spoon 1/4 of the macaroni mixture in a layer into the bottom of the prepared casserole dish and top with 1 cup shredded Cheddar cheese. Repeat layers three more times; top last cheese layer with paprika to taste. Bake in the preheated oven until casserole is bubbling, about 20 minutes.",55 mins,8.0,8 servings,620.5,22.5241703684348,13.796707603867256,5.121505095374967,1.2008100339691663,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.49,Pasta,Southern,55.0,9,Casserole and Pies,American,recipe_images/recipe_327.jpg,Casserole and Pies
Roast Pork with Maple and Mustard Glaze,https://www.allrecipes.com/recipe/9253/roast-pork-with-maple-and-mustard-glaze/,main-dish,Roast pork is great for Christmas. Try this recipe. You'll love it.,2 ½ pounds boneless pork loin roast ; 1 cup real maple syrup ; 4 tablespoons prepared Dijon-style mustard ; 2 ½ tablespoons cider vinegar ; 2 ½ tablespoons soy sauce ;   salt to taste ;   ground black pepper to taste,"Preheat the oven to 350 degrees F (175 degrees C). Stir together the maple syrup, mustard, vinegar, soy sauce, salt, and pepper in a small bowl. Place pork roast in a shallow roasting pan. Spread glaze evenly over pork roast. Roast pork in the preheated oven uncovered, until internal temperature measured with a meat thermometer reaches 145 degrees F (63 degrees C), about 1 hour.  Remove from oven, and let rest about 10 minutes before slicing to serve.",1 hr 25 mins,8.0,8 servings,289.8,72.88888888888889,26.666666666666668,208.8888888888889,11.595555555555553,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.58,Pork,American,85.0,7,Pork,American,recipe_images/recipe_329.jpg,Meat Dishes
Bologna Salad Sandwich Spread I,https://www.allrecipes.com/recipe/21062/bologna-salad-sandwich-spread-i/,main-dish,"A girlfriend's mom made this spread years ago for our Teen Club Luncheon back in Iowa in the 50's. I asked her to tell my Mom  how to make it. I made the recipe for my kids while they were growing up & they still love it. Sweet relish and eggs round out the flavor of bologna in this simple but delicious spread. Serve it on cocktail toast, or use it in sandwiches. The amount of egg, creamy salad dressing and relish should be adjusted to taste.",4  eggs ; 1 (16 ounce) package bologna ; 1 (16 ounce) jar creamy salad dressing ; 1 cup sweet pickle relish,"Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop. Grind the bologna and eggs in a meat grinder with a medium blade. In a large bowl, mix the bologna mixture with desired amount of creamy salad dressing and desired amount of sweet pickle relish. Refrigerate 2 to 3 hours, or until chilled.",2 hrs 40 mins,48.0,6 cups,63.6,19.91012789491877,4.562737642585551,11.614241272035947,2.44210162461113,red,amber,amber,red,3.0,2.0,2.0,3.0,10.0,unhealthy,4.23,Sandwich Recipes,U.S.,160.0,4,Sandwich,American,recipe_images/recipe_332.jpg,Sandwiches and Tacos
Restaurant Style Mac and Cheese,https://www.allrecipes.com/recipe/23026/restaurant-style-mac-and-cheese/,main-dish,Excellent restaurant-style macaroni with cheese that knocked me away!,"1 ½ cups macaroni ; 6 ounces processed cheese, shredded ; ½ cup shredded Cheddar cheese ; 2 tablespoons heavy cream ;   salt to taste","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Return drained pasta to the pot. Mix in processed cheese, Cheddar cheese, and cream. Stir until cheeses melt. Sprinkle with salt.",25 mins,4.0,4 servings,376.4,33.58507330075521,19.7245668591737,6.752554420257663,2.7667703243003103,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.18,Pasta,American,25.0,5,Pasta and Noodles,American,recipe_images/recipe_344.jpg,Pasta
